coordinates,timestamps
"[[329456.9898234655, 7402984.029897887], [329456.9898234655, 7402984.029897887], [329450.4816288871, 7402968.227299688], [329455.4640065696, 7402983.458410654], [329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688]]","[0, 44, 179, 224, 268, 312]"
"[[329355.30942355655, 7399525.22156073], [329175.7613793407, 7399552.564011369], [329188.27397246077, 7399879.185570834], [329114.2672336948, 7400024.242178615], [329114.2672336948, 7400024.242178615], [329049.99968696904, 7400104.786895098]]","[0, 44, 221, 265, 309, 353]"
"[[329466.888708618, 7402984.975499984], [329466.888708618, 7402984.975499984], [329466.888708618, 7402984.975499984], [329466.888708618, 7402984.975499984], [329466.888708618, 7402984.975499984], [329466.888708618, 7402984.975499984]]","[0, 44, 177, 221, 310, 357]"
"[[329450.4816288871, 7402968.227299688], [329455.4640065696, 7402983.458410654], [329450.4816288871, 7402968.227299688], [329455.4640065696, 7402983.458410654], [329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688]]","[0, 44, 176, 220, 309, 353]"
"[[331839.8949312999, 7396861.076017709], [331651.5390667936, 7397319.479670208], [331538.14147299726, 7397533.992696682], [331460.9859803371, 7397617.264001761], [330769.6997084696, 7397620.606612707], [330582.76124281157, 7397648.0036807675]]","[0, 44, 177, 222, 299, 331]"
"[[335400.4016883238, 7400024.4226096], [335568.4910881257, 7400218.62664872], [336314.9657031405, 7400083.111057965], [336463.54944066505, 7400104.039027163], [337023.27905563725, 7400429.838050616], [337143.0390352645, 7400347.108959518]]","[0, 44, 177, 221, 312, 356]"
"[[334210.58015942364, 7399942.577143164], [334210.58015942364, 7399942.577143164], [334210.58015942364, 7399942.577143164], [334210.58015942364, 7399942.577143164], [334210.58015942364, 7399942.577143164], [334210.58015942364, 7399942.577143164]]","[0, 44, 176, 221, 309, 354]"
"[[342167.40703032014, 7398808.347895011], [342424.76075812796, 7399050.081529882], [343007.01603661035, 7399362.986549621], [343271.72113889793, 7399393.283603787], [343507.1027503583, 7399539.602254048], [343881.0639883392, 7399625.319382841]]","[0, 44, 177, 221, 310, 353]"
"[[334210.58015942364, 7399942.577143164], [334210.58015942364, 7399942.577143164], [334535.25672751176, 7399768.266345503], [334922.86818513146, 7399945.461615924], [335116.3824922065, 7399780.902809156], [335355.8887757298, 7399720.133379268]]","[0, 45, 178, 222, 272, 311]"
"[[329504.9456387935, 7402980.488833576], [329498.7947977542, 7402982.30023583], [329445.8134279765, 7402952.335312777], [329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688]]","[0, 45, 177, 221, 265, 309]"
"[[332733.77980589826, 7395389.826704914], [332733.77980589826, 7395389.826704914], [332733.77980589826, 7395389.826704914], [332733.77980589826, 7395389.826704914], [332763.846119034, 7395535.477981875], [332763.846119034, 7395535.477981875]]","[0, 43, 219, 263, 309, 351]"
"[[329423.6504598734, 7402903.401662842], [329416.7050684621, 7402894.460693038], [329429.1644834934, 7402912.436757078], [329429.1644834934, 7402912.436757078], [329429.1644834934, 7402912.436757078], [329440.6383495786, 7402936.105175436]]","[0, 63, 176, 220, 309, 353]"
"[[329426.5613378304, 7402907.865620641], [329463.19119827345, 7402872.296098597], [329111.89557580906, 7402486.77597768], [329103.1865483902, 7402449.46129801], [328909.98747507326, 7402185.499486206], [328877.14510270907, 7402167.839069088]]","[0, 44, 177, 221, 309, 354]"
"[[329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688], [329450.4816288871, 7402968.227299688]]","[0, 44, 177, 221, 309, 353]"
"[[332067.6337777907, 7396536.039774613], [332067.6337777907, 7396536.039774613], [331553.18895103596, 7397506.505085619], [331553.18895103596, 7397506.505085619], [331177.27076080494, 7397604.971303933], [330810.9513081183, 7397613.482544436]]","[0, 45, 221, 221, 310, 354]"
"[[327913.9329265005, 7401042.609276193], [328341.5761955856, 7401702.952537628], [329080.05595442356, 7402290.758539729], [329080.05595442356, 7402290.758539729], [329121.95584218827, 7402456.269608488], [329211.2162512725, 7402748.480001684]]","[0, 68, 220, 265, 309, 358]"
"[[328960.9238415299, 7402169.258395858], [329080.05595442356, 7402290.758539729], [329306.33900200797, 7402813.546328206], [329345.2672140363, 7402835.15273477], [329345.2672140363, 7402835.15273477], [329373.05075754604, 7402853.14080075]]","[0, 44, 187, 231, 309, 353]"
"[[327810.51372391253, 7400060.606115835], [327920.2410515924, 7400256.600940866], [327919.7465278528, 7400964.982983639], [328120.2086007078, 7401442.082267742], [328364.3467689541, 7401730.02139515], [328736.39583341475, 7402051.871791063]]","[0, 55, 172, 232, 305, 358]"
"[[327402.34349201806, 7398687.537980612], [327428.3010874507, 7398816.375172121], [327886.9166221551, 7400204.321303891], [327989.34234730795, 7400641.01068059], [327919.7465278528, 7400964.982983639], [327932.929787643, 7401156.134159107]]","[0, 44, 221, 265, 310, 354]"
"[[331210.9296183898, 7397606.438938718], [330769.6997084696, 7397620.606612707], [330175.8073969681, 7397712.541479766], [330045.7453984007, 7397732.685885373], [329626.253810385, 7397823.201357022], [329331.0120037111, 7397907.898418221]]","[0, 53, 177, 222, 310, 355]"
"[[323427.60380395886, 7405521.707610168], [323526.60301554826, 7405820.111644413], [323789.7679003161, 7406366.278712792], [323974.93678128754, 7406417.519539131], [324095.4947843034, 7406242.485723006], [324038.7163467279, 7406102.585876457]]","[0, 56, 221, 266, 310, 354]"
"[[323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344]]","[0, 45, 177, 221, 310, 354]"
"[[323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344]]","[0, 44, 221, 265, 309, 353]"
"[[323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344]]","[0, 48, 182, 226, 315, 359]"
"[[326261.73149466456, 7398068.56028594], [326261.73149466456, 7398068.56028594], [326304.4483996555, 7398049.130551125], [326199.23123209714, 7398266.294156609], [326252.05008460133, 7398385.540161347], [326252.05008460133, 7398385.540161347]]","[0, 45, 185, 242, 310, 355]"
"[[323906.0353600787, 7403769.019506022], [323840.22436624987, 7403286.5218027495], [323892.9564765387, 7402795.532547897], [323943.1080561633, 7402747.511675328], [324339.54772950435, 7402359.959526556], [324478.4877652536, 7402223.286268989]]","[0, 57, 200, 220, 309, 353]"
"[[325257.31944652507, 7401325.954662083], [325257.31944652507, 7401325.954662083], [325658.6082000355, 7400399.573476359], [325700.1435340812, 7400179.330111786], [325719.80808440526, 7400028.769302413], [325739.0854154605, 7399895.731028347]]","[0, 22, 199, 243, 288, 348]"
"[[323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344]]","[0, 44, 177, 221, 310, 365]"
"[[323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344]]","[0, 44, 226, 226, 315, 359]"
"[[323397.8120026536, 7405075.553882344], [325233.34332540655, 7399531.38847737], [323397.8120026536, 7405075.553882344], [325460.73292382236, 7399345.090988625], [325835.24171711947, 7399150.73678045], [323397.8120026536, 7405075.553882344], [325858.44597757095, 7398882.594764153], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344], [325461.13526100956, 7398597.074570778], [325461.13526100956, 7398597.074570778], [323397.8120026536, 7405075.553882344], [323397.8120026536, 7405075.553882344]]","[0, 16, 44, 78, 194, 222, 238, 266, 311, 327, 327, 355, 399]"
"[[326877.62430497014, 7375797.193296071], [326815.4190387685, 7375925.429874163], [326810.4455419895, 7376323.1052393485], [326837.2765637641, 7376433.3809792455], [326782.1467879041, 7376701.340957611], [326712.7211529269, 7376917.267455247]]","[0, 59, 167, 230, 300, 344]"
"[[325837.19766804215, 7372556.908606913], [326008.3803527213, 7372909.158737548], [326534.96905790496, 7373564.186183492], [326596.9980332652, 7373607.9579790775], [326824.81778330763, 7374086.999603433], [326920.1504524393, 7374307.301757781]]","[0, 64, 209, 221, 331, 359]"
"[[326512.6845375842, 7378518.277644141], [326506.8116225892, 7378726.156785848], [326328.0947504879, 7379711.767587808], [326091.1297402738, 7380032.572023256], [325980.72284949827, 7380223.196031567], [325870.47515829053, 7380487.628109017]]","[0, 31, 174, 228, 294, 345]"
"[[325082.72857926675, 7370406.798448239], [325082.72857926675, 7370406.798448239], [325082.72857926675, 7370406.798448239], [325082.72857926675, 7370406.798448239], [325082.72857926675, 7370406.798448239], [325082.72857926675, 7370406.798448239]]","[0, 44, 177, 221, 265, 310]"
"[[332559.1579810615, 7392409.74667491], [332595.1060685163, 7393077.350139556], [332939.6440870493, 7394377.958601199], [325117.0786599126, 7370478.8199460115], [325117.0786599126, 7370478.8199460115], [325117.0786599126, 7370478.8199460115]]","[0, 57, 210, 230, 311, 355]"
"[[330075.2532847406, 7388273.27938392], [330093.77591803053, 7388295.313841388], [330527.75631274167, 7388807.950276347], [330821.22206707334, 7389154.756720625], [330859.9579377995, 7389200.864204412], [330898.6940578463, 7389246.971568138]]","[0, 44, 177, 221, 310, 354]"
"[[328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278]]","[0, 44, 177, 221, 265, 310]"
"[[330512.1966072123, 7401681.993501832], [330543.00226753595, 7401672.602910573], [330506.5442271633, 7400999.466446187], [330494.0610167278, 7400797.917263295], [330290.4492024409, 7400606.34116835], [330226.2154004293, 7400529.8979292065]]","[0, 44, 180, 224, 313, 357]"
"[[328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278], [328087.90940003295, 7403161.333717278], [328146.99463666795, 7403232.686465668]]","[0, 45, 178, 223, 311, 356]"
"[[332839.78959431703, 7386923.830313497], [332839.78959431703, 7386923.830313497], [332743.44736510847, 7387169.194956385], [332776.8094174159, 7386956.334536441], [332718.1634442191, 7386820.5767041305], [332705.8252766015, 7386755.228729639]]","[0, 0, 177, 221, 266, 310]"
"[[336194.0838920398, 7384450.248091138], [336194.0838920398, 7384450.248091138], [336194.0838920398, 7384450.248091138], [336194.0838920398, 7384450.248091138], [336194.0838920398, 7384450.248091138], [336194.0838920398, 7384450.248091138]]","[0, 44, 221, 266, 310, 354]"
"[[336153.81687044306, 7384499.301668935], [336153.81687044306, 7384499.301668935], [336153.81687044306, 7384499.301668935], [336153.81687044306, 7384499.301668935], [336153.81687044306, 7384499.301668935], [336153.81687044306, 7384499.301668935]]","[0, 45, 177, 221, 310, 354]"
"[[335810.126936534, 7383980.93072241], [335647.2430661619, 7383935.457160608], [335335.2860261934, 7383412.834315869], [335368.6942533881, 7383273.358583091], [335374.77572656324, 7382992.640525504], [335128.9185173187, 7382707.7146523595]]","[0, 44, 196, 221, 310, 355]"
"[[336042.91615633544, 7384618.829729034], [336042.91615633544, 7384618.829729034], [336153.81687044306, 7384499.301668935], [336153.81687044306, 7384499.301668935], [336177.61526003544, 7384476.643517973], [336177.61526003544, 7384476.643517973]]","[0, 44, 177, 221, 310, 354]"
"[[334027.7280951473, 7385115.918568917], [334007.44629421434, 7384872.001985228], [334372.0866659192, 7383757.430227034], [334603.8124666777, 7383593.656464777], [334967.45282744395, 7383245.087830904], [334967.45282744395, 7383245.087830904]]","[0, 45, 191, 221, 310, 310]"
"[[331355.84293339786, 7397824.02120986], [331527.0703579994, 7397514.303604215], [331859.5439995833, 7396806.257271668], [331965.4613249734, 7396656.55782684], [332187.00517742895, 7396336.958955423], [331967.3019300952, 7396167.977553174]]","[0, 47, 177, 221, 320, 354]"
"[[328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328292.0977430961, 7394575.569768114], [328222.44012473675, 7394570.875769842]]","[0, 45, 222, 266, 310, 362]"
"[[328275.6173027163, 7394600.85012098], [328275.6173027163, 7394600.85012098], [328275.6173027163, 7394600.85012098], [328275.6173027163, 7394600.85012098], [328275.6173027163, 7394600.85012098], [328275.6173027163, 7394600.85012098]]","[0, 45, 178, 222, 266, 354]"
"[[327864.0379544003, 7394878.842665361], [327817.86118313763, 7394911.249261996], [328004.91929846234, 7394728.0855570175], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449]]","[0, 44, 177, 224, 310, 354]"
"[[333331.88433978084, 7400227.882661087], [333331.88433978084, 7400227.882661087], [333911.6407764286, 7400150.204398159], [333911.6407764286, 7400150.204398159], [334040.5310335166, 7400144.492140409], [334055.5143970932, 7400138.238075182]]","[0, 44, 221, 221, 316, 353]"
"[[331968.9484012821, 7402658.869084802], [331968.9484012821, 7402658.869084802], [332106.314121261, 7402480.260299245], [332106.314121261, 7402480.260299245], [332191.5768245246, 7402251.341074895], [332311.84990814887, 7401921.89849427]]","[0, 44, 177, 221, 265, 353]"
"[[331603.0365359981, 7394837.326180318], [331430.5419931824, 7394775.256413324], [330723.0571361943, 7394366.686050678], [330692.52765322, 7394346.8954612315], [330435.4144480283, 7394141.445313909], [330289.4634025228, 7394009.159718052]]","[0, 22, 188, 232, 276, 356]"
"[[333249.0700337561, 7400847.041367774], [333217.16481442197, 7400980.466988258], [332808.9140106408, 7401414.648205744], [332638.1471077651, 7401642.761590201], [332449.38690235955, 7401757.562284237], [332244.31212720857, 7402008.011956997]]","[0, 44, 177, 222, 277, 354]"
"[[328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449]]","[0, 44, 177, 221, 265, 309]"
"[[333079.7606431555, 7399789.095602436], [332889.5570413937, 7399804.317601569], [332582.3036068097, 7399764.486543149], [332558.2640991758, 7399749.814282285], [331911.81229230785, 7399416.639889253], [331557.0944082064, 7399336.149818368]]","[0, 24, 157, 201, 290, 341]"
"[[328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449], [328324.63515503565, 7394629.626378449]]","[0, 44, 221, 266, 310, 354]"
"[[327676.2068182896, 7385813.869669991], [327782.62141336594, 7385978.465912884], [328531.16727002745, 7387174.957375407], [328566.7366981549, 7387224.578938406], [328797.85162637883, 7387625.655381283], [328931.2882322812, 7388065.482051106]]","[0, 32, 177, 206, 298, 337]"
"[[326538.92949281435, 7377745.592545837], [326565.74397826375, 7377947.0919520585], [326507.59102516127, 7378996.250831697], [326416.3796099574, 7379489.532683751], [326030.8833435711, 7380131.644957473], [325870.47515829053, 7380487.628109017]]","[0, 22, 187, 227, 301, 344]"
"[[328708.5489113231, 7372022.850483317], [328708.5489113231, 7372022.850483317], [328503.9816741039, 7372131.300246391], [328329.86402010627, 7372100.2754970575], [327968.3791478835, 7372046.646086105], [327940.8002984695, 7372282.9545641225]]","[0, 44, 177, 221, 310, 354]"
"[[328708.5489113231, 7372022.850483317], [328708.5489113231, 7372022.850483317], [328708.5489113231, 7372022.850483317], [328708.5489113231, 7372022.850483317], [328708.5489113231, 7372022.850483317], [328708.5489113231, 7372022.850483317]]","[0, 45, 177, 221, 266, 310]"
"[[328081.04457979806, 7391178.233296198], [328001.5216736842, 7391319.231279999], [327792.2228200858, 7391681.1261405945], [327642.0485890083, 7391941.3218559455], [327472.48057439644, 7392226.761388971], [327224.7818067016, 7392613.587353255]]","[0, 45, 185, 222, 311, 355]"
"[[330182.0260800024, 7380232.157700784], [329985.19189771137, 7380155.041974406], [329875.59037201107, 7379511.926052336], [329931.85429416876, 7379421.597806061], [330212.17432789283, 7379292.631173675], [330315.2821820858, 7379324.237687467]]","[0, 45, 177, 221, 309, 354]"
"[[330423.2678429064, 7383835.039229004], [330376.5443309747, 7383637.405343464], [330074.5571267938, 7383214.106207433], [330004.2315777831, 7383116.180037195], [329902.1644196679, 7382995.35764727], [329842.42875780107, 7382960.491403817]]","[0, 54, 163, 207, 295, 340]"
"[[330338.5238778434, 7380872.936739132], [330410.35542184743, 7380840.824389593], [330508.00301713304, 7380685.436444111], [330426.37747206655, 7380564.619266673], [330370.2629936484, 7380368.757172051], [330314.55146602285, 7380265.270118404]]","[0, 44, 177, 221, 265, 309]"
"[[332996.76511319075, 7388846.638493202], [332996.4834264354, 7388779.823148787], [332897.3963107256, 7388234.7083873805], [332890.1643452474, 7388175.538441429], [332886.94417598844, 7387766.100166323], [332883.460036185, 7387720.568124472]]","[0, 44, 177, 222, 310, 354]"
